QuizID,QuizDescription,OutcomeID,OutcomeDescription,Impact,ResultTrait,QuestionID,QuestionDescription,AnswerID,AnswerDescription,IsCorrect
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q5,"What is the process of learning cultural norms called?",QZ018Q6A18,"Institutionalization",FALSE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q5,"What is the process of learning cultural norms called?",QZ018Q6A19,"Assimilation",FALSE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q5,"What is the process of learning cultural norms called?",QZ018Q6A20,"Stratification",FALSE
QZ019,"A quiz on freelancing and self-employment.",Failure,""Your clients never pay you, and you end up freelancing for exposure."","I10","None",,,,
QZ019,"A quiz on freelancing and self-employment.",Success,""Your boss is terrible. Oh wait, that’s you."","I01","T035",,,,
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q1,"What is freelancing?",QZ019Q2A1,"Working independently on contracts instead of being employed",TRUE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q1,"What is freelancing?",QZ019Q2A2,"A job where you don’t have to work",FALSE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q1,"What is freelancing?",QZ019Q2A3,"A government-subsidized career",FALSE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q1,"What is freelancing?",QZ019Q2A4,"A company that hires only remote workers",FALSE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q2,"What is a portfolio?",QZ019Q3A5,"A collection of work samples",TRUE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q2,"What is a portfolio?",QZ019Q3A6,"A type of investment",FALSE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q2,"What is a portfolio?",QZ019Q3A7,"A list of job applications",FALSE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q2,"What is a portfolio?",QZ019Q3A8,"A freelance networking group",FALSE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q3,"What is a common challenge for freelancers?",QZ019Q4A10,"No need to work at all",FALSE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q3,"What is a common challenge for freelancers?",QZ019Q4A11,"Guaranteed full-time benefits",FALSE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q3,"What is a common challenge for freelancers?",QZ019Q4A12,"Getting promoted by a boss",FALSE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q3,"What is a common challenge for freelancers?",QZ019Q4A9,"Inconsistent income",TRUE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q4,"What is an invoice?",QZ019Q5A13,"A bill sent to a client for payment",TRUE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q4,"What is an invoice?",QZ019Q5A14,"A type of job contract",FALSE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q4,"What is an invoice?",QZ019Q5A15,"A freelance job listing",FALSE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q4,"What is an invoice?",QZ019Q5A16,"A subscription to business tools",FALSE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q5,"What is an essential skill for freelancers?",QZ019Q6A17,"Time management",TRUE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q5,"What is an essential skill for freelancers?",QZ019Q6A18,"Knowing how to use a fax machine",FALSE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q5,"What is an essential skill for freelancers?",QZ019Q6A19,"Having a personal assistant",FALSE
QZ019,"A quiz on freelancing and self-employment.",,,,,QZ019Q5,"What is an essential skill for freelancers?",QZ019Q6A20,"Wearing a suit to Zoom meetings",FALSE
QZ020,"A quiz on business and corporate strategies.",Failure,"You fail so badly that your family replaces you with a distant cousin.","I11","None",,,,
QZ020,"A quiz on business and corporate strategies.",Success,"Your business card says ‘visionary.’ You haven’t done anything yet.","I02","T036",,,,
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q1,"A hostile takeover occurs when...",QZ020Q2A1,"One company forcibly acquires another against its will",TRUE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q1,"A hostile takeover occurs when...",QZ020Q2A2,"A company hires an angry new CEO",FALSE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q1,"A hostile takeover occurs when...",QZ020Q2A3,"Employees go on strike demanding better pay",FALSE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q1,"A hostile takeover occurs when...",QZ020Q2A4,"A board meeting turns into a wrestling match",FALSE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q2,"What is the primary goal of a publicly traded corporation?",QZ020Q3A5,"Maximize shareholder value",TRUE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q2,"What is the primary goal of a publicly traded corporation?",QZ020Q3A6,"Make the CEO as rich as possible",FALSE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q2,"What is the primary goal of a publicly traded corporation?",QZ020Q3A7,"Keep employees happy at any cost",FALSE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q2,"What is the primary goal of a publicly traded corporation?",QZ020Q3A8,"Produce viral marketing campaigns",FALSE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q3,""In business, what does 'diversification' mean?"",QZ020Q4A10,"Hiring people with different opinions",FALSE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q3,""In business, what does 'diversification' mean?"",QZ020Q4A11,"Changing the company logo frequently",FALSE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q3,""In business, what does 'diversification' mean?"",QZ020Q4A12,"Using multiple fonts in presentations",FALSE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q3,""In business, what does 'diversification' mean?"",QZ020Q4A9,"Expanding into different industries or markets",TRUE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q4,"What is an IPO?",QZ020Q5A13,""Initial Public Offering, when a company sells shares to the public for the first time"",TRUE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q4,"What is an IPO?",QZ020Q5A14,""International Profit Optimization, a tax evasion technique"",FALSE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q4,"What is an IPO?",QZ020Q5A15,""Investment Portfolio Order, a stock buying strategy"",FALSE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q4,"What is an IPO?",QZ020Q5A16,""Insider Private Ownership, when a company stays secretive"",FALSE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q5,"What is the Pareto Principle in business?",QZ020Q6A17,"80% of results come from 20% of the effort",TRUE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q5,"What is the Pareto Principle in business?",QZ020Q6A18,"50% of revenue comes from 50% of customers",FALSE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q5,"What is the Pareto Principle in business?",QZ020Q6A19,"The first 10 years of business determine success",FALSE
QZ020,"A quiz on business and corporate strategies.",,,,,QZ020Q5,"What is the Pareto Principle in business?",QZ020Q6A20,"Always hire someone named Pareto to manage profits",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",Failure,"Your entrance project is a plant that you forgot to water. It arrives dead.","I12","None",,,,
QZ021,"A quiz on agriculture and sustainable farming.",Success,"You now talk passionately about compost.","I03","T037",,,,
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q1,"What is crop rotation?",QZ021Q2A1,"The practice of growing different crops in the same field to maintain soil health",TRUE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q1,"What is crop rotation?",QZ021Q2A2,"Spinning crops in circles for even growth",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q1,"What is crop rotation?",QZ021Q2A3,"A method of increasing pest populations",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q1,"What is crop rotation?",QZ021Q2A4,"A type of modern irrigation",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q2,"What is the purpose of fertilizers?",QZ021Q3A5,"To provide essential nutrients for plant growth",TRUE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q2,"What is the purpose of fertilizers?",QZ021Q3A6,"To eliminate weeds",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q2,"What is the purpose of fertilizers?",QZ021Q3A7,"To make plants grow instantly",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q2,"What is the purpose of fertilizers?",QZ021Q3A8,"To attract more insects",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q3,"What is the main benefit of organic farming?",QZ021Q4A10,"Guarantees larger crop yields",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q3,"What is the main benefit of organic farming?",QZ021Q4A11,"Requires no maintenance",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q3,"What is the main benefit of organic farming?",QZ021Q4A12,"Uses only genetically modified plants",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q3,"What is the main benefit of organic farming?",QZ021Q4A9,"Reduces synthetic chemicals and promotes environmental sustainability",TRUE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q4,"What is hydroponics?",QZ021Q5A13,"Growing plants without soil",TRUE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q4,"What is hydroponics?",QZ021Q5A14,"A new type of crop pest",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q4,"What is hydroponics?",QZ021Q5A15,"A traditional irrigation method",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q4,"What is hydroponics?",QZ021Q5A16,"A fertilizer brand",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q5,"What is the impact of overgrazing?",QZ021Q6A17,"Soil degradation and desertification",TRUE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q5,"What is the impact of overgrazing?",QZ021Q6A18,"Improved pasture quality",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q5,"What is the impact of overgrazing?",QZ021Q6A19,"Increased crop yields",FALSE
QZ021,"A quiz on agriculture and sustainable farming.",,,,,QZ021Q5,"What is the impact of overgrazing?",QZ021Q6A20,"More sustainable livestock farming",FALSE
QZ022,"A quiz on education and teaching methods.",Failure,"Your sample lesson is so boring that even the examiners fall asleep.","I13","None",,,,
QZ022,"A quiz on education and teaching methods.",Success,"You gain patience. Lots of it.","I04","T038",,,,
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q1,"What is pedagogy?",QZ022Q2A1,"The method and practice of teaching",TRUE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q1,"What is pedagogy?",QZ022Q2A2,"The study of ancient civilizations",FALSE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q1,"What is pedagogy?",QZ022Q2A3,"A new learning app",FALSE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q1,"What is pedagogy?",QZ022Q2A4,"A psychological disorder",FALSE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q2,"What is the importance of differentiated instruction?",QZ022Q3A5,"It tailors teaching to individual student needs",TRUE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q2,"What is the importance of differentiated instruction?",QZ022Q3A6,"It ensures all students learn the same way",FALSE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q2,"What is the importance of differentiated instruction?",QZ022Q3A7,"It makes teaching easier",FALSE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q2,"What is the importance of differentiated instruction?",QZ022Q3A8,"It replaces traditional grading",FALSE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q3,"What is formative assessment?",QZ022Q4A10,"A final exam",FALSE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q3,"What is formative assessment?",QZ022Q4A11,"A way to rank students",FALSE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q3,"What is formative assessment?",QZ022Q4A12,"A type of standardized test",FALSE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q3,"What is formative assessment?",QZ022Q4A9,"A method to monitor student learning and provide feedback",TRUE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q4,"What is classroom management?",QZ022Q5A13,"Strategies used to maintain an effective learning environment",TRUE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q4,"What is classroom management?",QZ022Q5A14,"The process of building classrooms",FALSE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q4,"What is classroom management?",QZ022Q5A15,"The way teachers schedule lessons",FALSE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q4,"What is classroom management?",QZ022Q5A16,"A software for grading students",FALSE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q5,"What is the main purpose of early childhood education?",QZ022Q6A17,"To foster cognitive and social development",TRUE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q5,"What is the main purpose of early childhood education?",QZ022Q6A18,"To prepare children for exams",FALSE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q5,"What is the main purpose of early childhood education?",QZ022Q6A19,"To keep kids occupied",FALSE
QZ022,"A quiz on education and teaching methods.",,,,,QZ022Q5,"What is the main purpose of early childhood education?",QZ022Q6A20,"To train them for the workforce early",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",Failure,""Your first project collapses, and your master suggests you try a desk job instead."","I14","None",,,,
QZ023,"A quiz on craftsmanship and apprenticeships.",Success,"You gain respect for handmade things. And splinters.","I05","T039",,,,
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q1,"What is an apprenticeship?",QZ023Q2A1,"A system of training under an expert in a trade or craft",TRUE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q1,"What is an apprenticeship?",QZ023Q2A2,"A type of job interview",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q1,"What is an apprenticeship?",QZ023Q2A3,"A government business program",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q1,"What is an apprenticeship?",QZ023Q2A4,"A method of online learning",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q2,"What is the importance of hand tools in craftsmanship?",QZ023Q3A5,""They allow precise, hands-on work"",TRUE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q2,"What is the importance of hand tools in craftsmanship?",QZ023Q3A6,"They are just for decoration",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q2,"What is the importance of hand tools in craftsmanship?",QZ023Q3A7,"They are replaced entirely by machines",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q2,"What is the importance of hand tools in craftsmanship?",QZ023Q3A8,"They increase production speed without skill",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q3,"What is the role of a master in an apprenticeship?",QZ023Q4A10,"To handle paperwork",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q3,"What is the role of a master in an apprenticeship?",QZ023Q4A11,"To do all the work while the apprentice watches",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q3,"What is the role of a master in an apprenticeship?",QZ023Q4A12,"To approve completed projects",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q3,"What is the role of a master in an apprenticeship?",QZ023Q4A9,"To train and mentor the apprentice",TRUE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q4,"Why is material selection important in craftsmanship?",QZ023Q5A13,""It affects the quality, durability, and aesthetics of the final product"",TRUE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q4,"Why is material selection important in craftsmanship?",QZ023Q5A14,"Any material works as long as it looks nice",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q4,"Why is material selection important in craftsmanship?",QZ023Q5A15,"The customer never notices material quality",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q4,"Why is material selection important in craftsmanship?",QZ023Q5A16,"It's only important in mass production",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q5,"What is the key to mastering a craft?",QZ023Q6A17,""Practice, patience, and attention to detail"",TRUE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q5,"What is the key to mastering a craft?",QZ023Q6A18,"Watching tutorial videos",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q5,"What is the key to mastering a craft?",QZ023Q6A19,"Taking shortcuts to finish quickly",FALSE
QZ023,"A quiz on craftsmanship and apprenticeships.",,,,,QZ023Q5,"What is the key to mastering a craft?",QZ023Q6A20,"Using only expensive materials",FALSE
