ScenarioID,ScenarioDescription,RequiredTrait,AgeRange,ChoiceID,ChoiceDescription,RequiredTrait,QuizID,OutcomeID,OutcomeDescription,Impact,ResultTrait
SC082,"Your favorite band from your youth announces a reunion tour. What do you do?","None","AGE5",SC082C4,"Realize you don’t know any of their new songs and move on.","None","None",SC082C5O7,"You accept that your music taste has evolved.","I3","None"
SC082,"Your favorite band from your youth announces a reunion tour. What do you do?","None","AGE5",SC082C4,"Realize you don’t know any of their new songs and move on.","None","None",SC082C5O8,"You suddenly feel out of touch with the times.","I9","None"
SC083,"You volunteer to help at a community event. How does it go?","None","AGE5",SC083C1,"Take charge and organize everything.","None","None",SC083C2O1,"The event runs smoothly, and people appreciate your leadership.","I2","None"
SC083,"You volunteer to help at a community event. How does it go?","None","AGE5",SC083C1,"Take charge and organize everything.","None","None",SC083C2O2,"It’s way more work than you expected, and you regret it.","I8","None"
SC083,"You volunteer to help at a community event. How does it go?","None","AGE5",SC083C2,"Help out wherever needed and go with the flow.","None","None",SC083C3O3,"You make new connections and feel good about helping.","I5","None"
SC083,"You volunteer to help at a community event. How does it go?","None","AGE5",SC083C2,"Help out wherever needed and go with the flow.","None","None",SC083C3O4,"You get assigned the most boring task and feel unappreciated.","I10","None"
SC083,"You volunteer to help at a community event. How does it go?","None","AGE5",SC083C3,"Find an excuse to leave early.","None","None",SC083C4O5,"You escape without anyone noticing.","I6","None"
SC083,"You volunteer to help at a community event. How does it go?","None","AGE5",SC083C3,"Find an excuse to leave early.","None","None",SC083C4O6,"You feel guilty for bailing.","I12","None"
SC083,"You volunteer to help at a community event. How does it go?","None","AGE5",SC083C4,"Get roped into something you didn’t sign up for.","None","None",SC083C5O7,"You end up enjoying it despite yourself.","I3","None"
SC083,"You volunteer to help at a community event. How does it go?","None","AGE5",SC083C4,"Get roped into something you didn’t sign up for.","None","None",SC083C5O8,"It’s a disaster, and you vow never to volunteer again.","I9","None"
SC084,"A new neighbor moves in next door, and you wonder if you should introduce yourself. What do you do?","None","AGE5",SC084C1,"Bake something and personally welcome them.","None","None",SC084C2O1,"They appreciate the gesture, and you hit it off instantly.","I2","None"
SC084,"A new neighbor moves in next door, and you wonder if you should introduce yourself. What do you do?","None","AGE5",SC084C1,"Bake something and personally welcome them.","None","None",SC084C2O2,"They seem confused by your kindness and react awkwardly.","I8","None"
SC084,"A new neighbor moves in next door, and you wonder if you should introduce yourself. What do you do?","None","AGE5",SC084C2,"Give them a polite nod when you see them outside.","None","None",SC084C3O3,"They return the gesture, and you both keep it casual.","I5","None"
SC084,"A new neighbor moves in next door, and you wonder if you should introduce yourself. What do you do?","None","AGE5",SC084C2,"Give them a polite nod when you see them outside.","None","None",SC084C3O4,"They ignore you completely, and now it's awkward.","I10","None"
SC084,"A new neighbor moves in next door, and you wonder if you should introduce yourself. What do you do?","None","AGE5",SC084C3,"Wait and see if they introduce themselves first.","None","None",SC084C4O5,"They eventually come over, and you have a nice chat.","I6","None"
SC084,"A new neighbor moves in next door, and you wonder if you should introduce yourself. What do you do?","None","AGE5",SC084C3,"Wait and see if they introduce themselves first.","None","None",SC084C4O6,"Weeks go by, and now it’s too late to introduce yourself.","I12","None"
SC084,"A new neighbor moves in next door, and you wonder if you should introduce yourself. What do you do?","None","AGE5",SC084C4,"Avoid them completely and pretend you didn’t notice.","None","None",SC084C5O7,"No social effort required. Life continues as usual.","I3","None"
SC084,"A new neighbor moves in next door, and you wonder if you should introduce yourself. What do you do?","None","AGE5",SC084C4,"Avoid them completely and pretend you didn’t notice.","None","None",SC084C5O8,"They turn out to be super friendly, and now you feel guilty.","I9","None"
SC085,"You come across an old hobby you abandoned years ago. Do you pick it up again?","None","AGE5",SC085C1,"Yes! You dive back in with full enthusiasm.","None","None",SC085C2O1,"You rediscover your passion and wonder why you ever stopped.","I2","None"
SC085,"You come across an old hobby you abandoned years ago. Do you pick it up again?","None","AGE5",SC085C1,"Yes! You dive back in with full enthusiasm.","None","None",SC085C2O2,"You realize you're rusty and get frustrated quickly.","I8","None"
SC085,"You come across an old hobby you abandoned years ago. Do you pick it up again?","None","AGE5",SC085C2,"Ease into it slowly and see how it feels.","None","None",SC085C3O3,"It’s enjoyable without the pressure to be perfect.","I5","None"
SC085,"You come across an old hobby you abandoned years ago. Do you pick it up again?","None","AGE5",SC085C2,"Ease into it slowly and see how it feels.","None","None",SC085C3O4,"It doesn’t feel the same, and you lose interest again.","I10","None"
SC085,"You come across an old hobby you abandoned years ago. Do you pick it up again?","None","AGE5",SC085C3,"Watch tutorials first to refresh your skills.","None","None",SC085C4O5,"The extra effort pays off, and you feel confident.","I6","None"
SC085,"You come across an old hobby you abandoned years ago. Do you pick it up again?","None","AGE5",SC085C3,"Watch tutorials first to refresh your skills.","None","None",SC085C4O6,"You spend more time watching than actually doing it.","I12","None"
SC085,"You come across an old hobby you abandoned years ago. Do you pick it up again?","None","AGE5",SC085C4,"Shrug and leave it in storage. You don’t have time for this.","None","None",SC085C5O7,"No stress, no pressure. You move on.","I3","None"
SC085,"You come across an old hobby you abandoned years ago. Do you pick it up again?","None","AGE5",SC085C4,"Shrug and leave it in storage. You don’t have time for this.","None","None",SC085C5O8,"A week later, you regret not giving it a chance.","I9","None"
SC086,"Your workplace introduces a brand-new software system, and everyone is struggling to adapt. How do you handle it?","None","AGE5",SC086C1,"Volunteer to figure it out and help your coworkers.","None","None",SC086C2O1,"You become the office expert, and everyone appreciates you.","I2","None"
SC086,"Your workplace introduces a brand-new software system, and everyone is struggling to adapt. How do you handle it?","None","AGE5",SC086C1,"Volunteer to figure it out and help your coworkers.","None","None",SC086C2O2,"Now everyone asks you for help, and it's exhausting.","I8","None"
SC086,"Your workplace introduces a brand-new software system, and everyone is struggling to adapt. How do you handle it?","None","AGE5",SC086C2,"Do the bare minimum until you’re forced to learn it.","None","None",SC086C3O3,"You eventually get the hang of it without stress.","I5","None"
SC086,"Your workplace introduces a brand-new software system, and everyone is struggling to adapt. How do you handle it?","None","AGE5",SC086C2,"Do the bare minimum until you’re forced to learn it.","None","None",SC086C3O4,"It backfires when you fall behind on work.","I10","None"
SC086,"Your workplace introduces a brand-new software system, and everyone is struggling to adapt. How do you handle it?","None","AGE5",SC086C3,"Complain loudly and reminisce about the old system.","None","None",SC086C4O5,"Coworkers agree, and you bond over shared frustration.","I6","None"
SC086,"Your workplace introduces a brand-new software system, and everyone is struggling to adapt. How do you handle it?","None","AGE5",SC086C3,"Complain loudly and reminisce about the old system.","None","None",SC086C4O6,"Management overhears and now you're on their radar.","I12","None"
SC086,"Your workplace introduces a brand-new software system, and everyone is struggling to adapt. How do you handle it?","None","AGE5",SC086C4,"Find a workaround to keep using the old system secretly.","None","None",SC086C5O7,"It works… until they disable it completely.","I3","None"
SC086,"Your workplace introduces a brand-new software system, and everyone is struggling to adapt. How do you handle it?","None","AGE5",SC086C4,"Find a workaround to keep using the old system secretly.","None","None",SC086C5O8,"You're caught and now have to relearn everything anyway.","I9","None"
SC087,"You receive an unexpected invitation to a wedding, but you barely know the couple. What’s your move?","None","AGE5",SC087C1,"Go and make the most of the free food and drinks.","None","None",SC087C2O1,"The food is amazing, and you have a great time.","I2","None"
SC087,"You receive an unexpected invitation to a wedding, but you barely know the couple. What’s your move?","None","AGE5",SC087C1,"Go and make the most of the free food and drinks.","None","None",SC087C2O2,"You end up at a weird table with no one to talk to.","I8","None"
SC087,"You receive an unexpected invitation to a wedding, but you barely know the couple. What’s your move?","None","AGE5",SC087C2,"Politely decline and avoid the social hassle.","None","None",SC087C3O3,"No stress, no obligations. You relax at home instead.","I5","None"
SC087,"You receive an unexpected invitation to a wedding, but you barely know the couple. What’s your move?","None","AGE5",SC087C2,"Politely decline and avoid the social hassle.","None","None",SC087C3O4,"Later, you hear it was an incredible event and feel left out.","I10","None"
SC087,"You receive an unexpected invitation to a wedding, but you barely know the couple. What’s your move?","None","AGE5",SC087C3,"Say yes but decide at the last minute whether to actually go.","None","None",SC087C4O5,"You attend and surprisingly enjoy yourself.","I6","None"
SC087,"You receive an unexpected invitation to a wedding, but you barely know the couple. What’s your move?","None","AGE5",SC087C3,"Say yes but decide at the last minute whether to actually go.","None","None",SC087C4O6,"You flake out last second and feel guilty about it.","I12","None"
SC087,"You receive an unexpected invitation to a wedding, but you barely know the couple. What’s your move?","None","AGE5",SC087C4,"Send a gift but skip the event.","None","None",SC087C5O7,"You maintain a polite connection without the social effort.","I3","None"
SC087,"You receive an unexpected invitation to a wedding, but you barely know the couple. What’s your move?","None","AGE5",SC087C4,"Send a gift but skip the event.","None","None",SC087C5O8,"You spend more on the gift than you would’ve at the event.","I9","None"
SC088,"You decide to spend some time in nature, but you quickly realize you’re not as outdoorsy as you thought. What do you do?","None","AGE5",SC088C1,"Power through and embrace the experience.","None","None",SC088C2O1,"You actually start enjoying it and feel refreshed.","I2","None"
SC088,"You decide to spend some time in nature, but you quickly realize you’re not as outdoorsy as you thought. What do you do?","None","AGE5",SC088C1,"Power through and embrace the experience.","None","None",SC088C2O2,"You push through, but now everything itches.","I8","None"
SC088,"You decide to spend some time in nature, but you quickly realize you’re not as outdoorsy as you thought. What do you do?","None","AGE5",SC088C2,"Find the closest bench and appreciate nature… from a distance.","None","None",SC088C3O3,"The view is peaceful, and you feel at ease.","I5","None"
SC088,"You decide to spend some time in nature, but you quickly realize you’re not as outdoorsy as you thought. What do you do?","None","AGE5",SC088C2,"Find the closest bench and appreciate nature… from a distance.","None","None",SC088C3O4,"Mosquitoes find you immediately, and now you regret everything.","I10","None"
SC088,"You decide to spend some time in nature, but you quickly realize you’re not as outdoorsy as you thought. What do you do?","None","AGE5",SC088C3,"Check your phone for survival tips and hiking guides.","None","None",SC088C4O5,"You learn a thing or two and feel mildly accomplished.","I6","None"
SC088,"You decide to spend some time in nature, but you quickly realize you’re not as outdoorsy as you thought. What do you do?","None","AGE5",SC088C3,"Check your phone for survival tips and hiking guides.","None","None",SC088C4O6,"Your battery dies, and now you’re panicked.","I12","None"
SC088,"You decide to spend some time in nature, but you quickly realize you’re not as outdoorsy as you thought. What do you do?","None","AGE5",SC088C4,"Decide that 'connecting with nature' is overrated and head home.","None","None",SC088C5O7,"No bug bites, no stress. A solid life choice.","I3","None"
SC088,"You decide to spend some time in nature, but you quickly realize you’re not as outdoorsy as you thought. What do you do?","None","AGE5",SC088C4,"Decide that 'connecting with nature' is overrated and head home.","None","None",SC088C5O8,"Later, you see someone’s stunning nature photos and feel like you missed out.","I9","None"
SC089,"You hear a younger person use a slang term you don’t recognize. How do you respond?","None","AGE5",SC089C1,"Ask them what it means, genuinely curious.","None","None",SC089C2O1,"They appreciate your interest and explain it enthusiastically.","I2","None"
SC089,"You hear a younger person use a slang term you don’t recognize. How do you respond?","None","AGE5",SC089C1,"Ask them what it means, genuinely curious.","None","None",SC089C2O2,"They struggle to explain and now you’re both confused.","I8","None"
SC089,"You hear a younger person use a slang term you don’t recognize. How do you respond?","None","AGE5",SC089C2,"Nod and pretend you understand.","None","None",SC089C3O3,"You successfully blend in, no questions asked.","I5","None"
SC089,"You hear a younger person use a slang term you don’t recognize. How do you respond?","None","AGE5",SC089C2,"Nod and pretend you understand.","None","None",SC089C3O4,"Later, you use the term incorrectly and embarrass yourself.","I10","None"
SC089,"You hear a younger person use a slang term you don’t recognize. How do you respond?","None","AGE5",SC089C3,"Look it up later so you don’t feel out of touch.","None","None",SC089C4O5,"You stay updated without any awkwardness.","I6","None"
SC089,"You hear a younger person use a slang term you don’t recognize. How do you respond?","None","AGE5",SC089C3,"Look it up later so you don’t feel out of touch.","None","None",SC089C4O6,"You go down a rabbit hole and realize language has left you behind.","I12","None"
SC089,"You hear a younger person use a slang term you don’t recognize. How do you respond?","None","AGE5",SC089C4,"Mock the term and insist things were better in your day.","None","None",SC089C5O7,"You get a few laughs, but also a few eye rolls.","I3","None"
SC089,"You hear a younger person use a slang term you don’t recognize. How do you respond?","None","AGE5",SC089C4,"Mock the term and insist things were better in your day.","None","None",SC089C5O8,"Now you’re officially the grumpy old person in the room.","I9","None"
SC090,"A younger person asks you for life advice. How do you respond?","None","AGE5",SC090C1,"Share a long-winded but heartfelt story from your past.","None","None",SC090C2O1,"They listen intently and actually take it to heart.","I2","None"
SC090,"A younger person asks you for life advice. How do you respond?","None","AGE5",SC090C1,"Share a long-winded but heartfelt story from your past.","None","None",SC090C2O2,"They nod politely but clearly zone out halfway through.","I8","None"
SC090,"A younger person asks you for life advice. How do you respond?","None","AGE5",SC090C2,"Give them a short, practical piece of wisdom.","None","None",SC090C3O3,"They appreciate the advice and say they’ll use it.","I5","None"
SC090,"A younger person asks you for life advice. How do you respond?","None","AGE5",SC090C2,"Give them a short, practical piece of wisdom.","None","None",SC090C3O4,"They shrug and say, 'That’s kinda obvious.'","I10","None"
SC090,"A younger person asks you for life advice. How do you respond?","None","AGE5",SC090C3,"Tell them to figure it out on their own, like you did.","None","None",SC090C4O5,"They respect your tough-love approach.","I6","None"
SC090,"A younger person asks you for life advice. How do you respond?","None","AGE5",SC090C3,"Tell them to figure it out on their own, like you did.","None","None",SC090C4O6,"They look disappointed, and now you feel bad.","I12","None"
SC090,"A younger person asks you for life advice. How do you respond?","None","AGE5",SC090C4,"Casually redirect the conversation to something else.","None","None",SC090C5O7,"Crisis averted. No deep conversations today.","I3","None"
SC090,"A younger person asks you for life advice. How do you respond?","None","AGE5",SC090C4,"Casually redirect the conversation to something else.","None","None",SC090C5O8,"They take it as rejection and stop asking for advice.","I9","None"
SC091,"You stumble upon an old photo album from decades ago. How do you react?","None","AGE5",SC091C1,"Flip through every page and take a nostalgia trip.","None","None",SC091C2O1,"You relive fond memories and feel warm inside.","I2","None"
SC091,"You stumble upon an old photo album from decades ago. How do you react?","None","AGE5",SC091C1,"Flip through every page and take a nostalgia trip.","None","None",SC091C2O2,"You suddenly feel ancient and existential dread sets in.","I8","None"
SC091,"You stumble upon an old photo album from decades ago. How do you react?","None","AGE5",SC091C2,"Pick out a few photos and share them with family.","None","None",SC091C3O3,"They love the throwback, and it sparks great conversations.","I5","None"
SC091,"You stumble upon an old photo album from decades ago. How do you react?","None","AGE5",SC091C2,"Pick out a few photos and share them with family.","None","None",SC091C3O4,"They barely react, and now you feel like a relic.","I10","None"
SC091,"You stumble upon an old photo album from decades ago. How do you react?","None","AGE5",SC091C3,"Tuck it away. You don’t feel like reminiscing right now.","None","None",SC091C4O5,"No emotions today. Just another regular day.","I6","None"
SC091,"You stumble upon an old photo album from decades ago. How do you react?","None","AGE5",SC091C3,"Tuck it away. You don’t feel like reminiscing right now.","None","None",SC091C4O6,"Later, you regret not taking a moment to appreciate the past.","I12","None"
SC091,"You stumble upon an old photo album from decades ago. How do you react?","None","AGE5",SC091C4,"Try to recreate one of the photos for fun.","None","None",SC091C5O7,"It turns out great and brings lots of laughs.","I3","None"
SC091,"You stumble upon an old photo album from decades ago. How do you react?","None","AGE5",SC091C4,"Try to recreate one of the photos for fun.","None","None",SC091C5O8,"It reminds you how much has changed, and now you feel weirdly sentimental.","I9","None"
SC092,"You overhear a group of younger people talking about something you used to love. What do you do?","None","AGE5",SC092C1,"Jump in and share your 'veteran' knowledge.","None","None",SC092C2O1,"They’re impressed by your expertise and listen intently.","I2","None"
SC092,"You overhear a group of younger people talking about something you used to love. What do you do?","None","AGE5",SC092C1,"Jump in and share your 'veteran' knowledge.","None","None",SC092C2O2,"They politely nod but clearly think you’re ancient.","I8","None"
SC092,"You overhear a group of younger people talking about something you used to love. What do you do?","None","AGE5",SC092C2,"Just listen and appreciate that your favorite thing is still around.","None","None",SC092C3O3,"You smile, feeling a sense of continuity.","I5","None"
SC092,"You overhear a group of younger people talking about something you used to love. What do you do?","None","AGE5",SC092C2,"Just listen and appreciate that your favorite thing is still around.","None","None",SC092C3O4,"They get key details wrong, and now you’re struggling to stay silent.","I10","None"
SC092,"You overhear a group of younger people talking about something you used to love. What do you do?","None","AGE5",SC092C3,"Casually mention you were there when it all started.","None","None",SC092C4O5,"They’re fascinated and ask for stories.","I6","None"
SC092,"You overhear a group of younger people talking about something you used to love. What do you do?","None","AGE5",SC092C3,"Casually mention you were there when it all started.","None","None",SC092C4O6,"They say, 'Wow, that was SO long ago,' and now you feel ancient.","I12","None"
SC092,"You overhear a group of younger people talking about something you used to love. What do you do?","None","AGE5",SC092C4,"Resist the urge to correct them but spend the rest of the day mildly annoyed.","None","None",SC092C5O7,"You move on, accepting that time marches on.","I3","None"
SC092,"You overhear a group of younger people talking about something you used to love. What do you do?","None","AGE5",SC092C4,"Resist the urge to correct them but spend the rest of the day mildly annoyed.","None","None",SC092C5O8,"You rant about it to a friend later, who finds it hilarious.","I9","None"
SC093,"Your friend’s child asks you for life advice. How do you respond?","None","AGE5",SC093C1,"Give them a wise, thoughtful answer.","None","None",SC093C2O1,"They nod seriously, as if you just revealed the secrets of the universe.","I2","None"
SC093,"Your friend’s child asks you for life advice. How do you respond?","None","AGE5",SC093C1,"Give them a wise, thoughtful answer.","None","None",SC093C2O2,"They immediately forget what you said and start talking about dinosaurs.","I8","None"
SC093,"Your friend’s child asks you for life advice. How do you respond?","None","AGE5",SC093C2,"Try to be the 'cool adult' and joke around.","None","None",SC093C3O3,"They laugh and declare you their favorite grown-up.","I5","None"
SC093,"Your friend’s child asks you for life advice. How do you respond?","None","AGE5",SC093C2,"Try to be the 'cool adult' and joke around.","None","None",SC093C3O4,"They take your joke way too literally, and now their parent is giving you a look.","I10","None"
SC093,"Your friend’s child asks you for life advice. How do you respond?","None","AGE5",SC093C3,"Tell them a long-winded story instead.","None","None",SC093C4O5,"They listen, wide-eyed, hanging onto every word.","I6","None"
SC093,"Your friend’s child asks you for life advice. How do you respond?","None","AGE5",SC093C3,"Tell them a long-winded story instead.","None","None",SC093C4O6,"Halfway through, they yawn and wander off.","I12","None"
SC093,"Your friend’s child asks you for life advice. How do you respond?","None","AGE5",SC093C4,"Panic and redirect the question to their parent.","None","None",SC093C5O7,"Crisis averted, and the parent smoothly takes over.","I3","None"
SC093,"Your friend’s child asks you for life advice. How do you respond?","None","AGE5",SC093C4,"Panic and redirect the question to their parent.","None","None",SC093C5O8,"Now the kid thinks you don't know anything about life.","I9","None"
SC094,"You’re on a nature walk when you realize you actually don’t know much about the plants and animals around you. What do you do?","None","AGE5",SC094C1,"Download an identification app and start learning.","None","None",SC094C2O1,"You get really into it and impress your friends later.","I2","None"
SC094,"You’re on a nature walk when you realize you actually don’t know much about the plants and animals around you. What do you do?","None","AGE5",SC094C1,"Download an identification app and start learning.","None","None",SC094C2O2,"The app misidentifies everything, and now you're doubting reality.","I8","None"
SC094,"You’re on a nature walk when you realize you actually don’t know much about the plants and animals around you. What do you do?","None","AGE5",SC094C2,"Just enjoy the scenery without overthinking it.","None","None",SC094C3O3,"It’s a peaceful, refreshing experience.","I5","None"
SC094,"You’re on a nature walk when you realize you actually don’t know much about the plants and animals around you. What do you do?","None","AGE5",SC094C2,"Just enjoy the scenery without overthinking it.","None","None",SC094C3O4,"You step in something questionable and suddenly wish you knew more.","I10","None"
SC094,"You’re on a nature walk when you realize you actually don’t know much about the plants and animals around you. What do you do?","None","AGE5",SC094C3,"Make up fun names for everything instead.","None","None",SC094C4O5,"Your ridiculous names stick, and now your friends use them too.","I6","None"
SC094,"You’re on a nature walk when you realize you actually don’t know much about the plants and animals around you. What do you do?","None","AGE5",SC094C3,"Make up fun names for everything instead.","None","None",SC094C4O6,"Someone corrects you, and now you feel mildly embarrassed.","I12","None"
SC094,"You’re on a nature walk when you realize you actually don’t know much about the plants and animals around you. What do you do?","None","AGE5",SC094C4,"Try to remember what little you learned in school.","None","None",SC094C5O7,"You surprise yourself by recalling more than expected.","I3","None"
SC094,"You’re on a nature walk when you realize you actually don’t know much about the plants and animals around you. What do you do?","None","AGE5",SC094C4,"Try to remember what little you learned in school.","None","None",SC094C5O8,"You confidently say a plant is edible. It is not.","I9","None"
SC095,"You’re shopping, and for the first time, a cashier automatically gives you the senior discount. How do you react?","None","AGE5",SC095C1,"Happily take the discount. A win is a win.","None","None",SC095C2O1,"You save money and feel no shame.","I2","None"
SC095,"You’re shopping, and for the first time, a cashier automatically gives you the senior discount. How do you react?","None","AGE5",SC095C1,"Happily take the discount. A win is a win.","None","None",SC095C2O2,"You accept it, but now you’re questioning everything.","I8","None"
SC095,"You’re shopping, and for the first time, a cashier automatically gives you the senior discount. How do you react?","None","AGE5",SC095C2,"Clarify that you’re not *technically* a senior.","None","None",SC095C3O3,"The cashier laughs, slightly embarrassed.","I5","None"
SC095,"You’re shopping, and for the first time, a cashier automatically gives you the senior discount. How do you react?","None","AGE5",SC095C2,"Clarify that you’re not *technically* a senior.","None","None",SC095C3O4,"They look at you again and say, 'Are you sure?'","I10","None"
SC095,"You’re shopping, and for the first time, a cashier automatically gives you the senior discount. How do you react?","None","AGE5",SC095C3,"Joke about how you’ve 'earned' this moment.","None","None",SC095C4O5,"The cashier chuckles, and you both have a good laugh.","I6","None"
SC095,"You’re shopping, and for the first time, a cashier automatically gives you the senior discount. How do you react?","None","AGE5",SC095C3,"Joke about how you’ve 'earned' this moment.","None","None",SC095C4O6,"They awkwardly don’t get the joke, and now it’s just weird.","I12","None"
SC095,"You’re shopping, and for the first time, a cashier automatically gives you the senior discount. How do you react?","None","AGE5",SC095C4,"Dramatically pretend to be shocked and offended.","None","None",SC095C5O7,"The cashier panics, and you have to reassure them it was a joke.","I3","None"
SC095,"You’re shopping, and for the first time, a cashier automatically gives you the senior discount. How do you react?","None","AGE5",SC095C4,"Dramatically pretend to be shocked and offended.","None","None",SC095C5O8,"They just shrug and say, 'It happens.' Now you’re questioning your life choices.","I9","None"
SC096,"A younger relative asks you for life advice. How do you handle this newfound responsibility?","None","AGE5",SC096C1,"Give a heartfelt and well-thought-out answer.","None","None",SC096C2O1,"They genuinely appreciate your wisdom.","I2","None"
SC096,"A younger relative asks you for life advice. How do you handle this newfound responsibility?","None","AGE5",SC096C1,"Give a heartfelt and well-thought-out answer.","None","None",SC096C2O2,"They nod politely but clearly just wanted a simple yes or no.","I8","None"
SC096,"A younger relative asks you for life advice. How do you handle this newfound responsibility?","None","AGE5",SC096C2,"Deflect with humor and hope they don’t notice.","None","None",SC096C3O3,"They laugh and feel better about their situation.","I5","None"
SC096,"A younger relative asks you for life advice. How do you handle this newfound responsibility?","None","AGE5",SC096C2,"Deflect with humor and hope they don’t notice.","None","None",SC096C3O4,"They look disappointed, and now you feel like a fraud.","I10","None"
SC096,"A younger relative asks you for life advice. How do you handle this newfound responsibility?","None","AGE5",SC096C3,"Share a long-winded story from your youth.","None","None",SC096C4O5,"They find it oddly inspiring.","I6","None"
SC096,"A younger relative asks you for life advice. How do you handle this newfound responsibility?","None","AGE5",SC096C3,"Share a long-winded story from your youth.","None","None",SC096C4O6,"They check their phone halfway through.","I12","None"
SC096,"A younger relative asks you for life advice. How do you handle this newfound responsibility?","None","AGE5",SC096C4,"Panic and redirect them to Google.","None","None",SC096C5O7,"They appreciate the honesty and move on.","I3","None"
SC096,"A younger relative asks you for life advice. How do you handle this newfound responsibility?","None","AGE5",SC096C4,"Panic and redirect them to Google.","None","None",SC096C5O8,"They now think you don’t have your life together either.","I9","None"
SC097,"Your family is planning a huge reunion, bringing together relatives you haven't seen in years. There will be food, old stories, and probably a few awkward conversations. How do you feel about it?","None","AGE5",SC097C1,"Get excited and start making plans to catch up with everyone.","None","None",SC097C2O1,"You end up having great conversations and even reconnect with a cousin you had lost touch with.","I2","None"
SC097,"Your family is planning a huge reunion, bringing together relatives you haven't seen in years. There will be food, old stories, and probably a few awkward conversations. How do you feel about it?","None","AGE5",SC097C1,"Get excited and start making plans to catch up with everyone.","None","None",SC097C2O2,"Most of the reunion is spent dodging endless questions about your life choices.","I8","None"
SC097,"Your family is planning a huge reunion, bringing together relatives you haven't seen in years. There will be food, old stories, and probably a few awkward conversations. How do you feel about it?","None","AGE5",SC097C2,"Agree to go, but only because there will be good food.","None","None",SC097C3O3,"The food is incredible, and you leave feeling full and happy.","I5","None"
SC097,"Your family is planning a huge reunion, bringing together relatives you haven't seen in years. There will be food, old stories, and probably a few awkward conversations. How do you feel about it?","None","AGE5",SC097C2,"Agree to go, but only because there will be good food.","None","None",SC097C3O4,"By the time you get to the table, all the best dishes are gone.","I10","None"
SC097,"Your family is planning a huge reunion, bringing together relatives you haven't seen in years. There will be food, old stories, and probably a few awkward conversations. How do you feel about it?","None","AGE5",SC097C3,"Try to subtly suggest a smaller, more manageable gathering instead.","None","None",SC097C4O5,"Your suggestion works, and the event turns into an intimate and enjoyable evening.","I6","None"
SC097,"Your family is planning a huge reunion, bringing together relatives you haven't seen in years. There will be food, old stories, and probably a few awkward conversations. How do you feel about it?","None","AGE5",SC097C3,"Try to subtly suggest a smaller, more manageable gathering instead.","None","None",SC097C4O6,"Nobody listens, and now you're stuck in an all-day family marathon.","I12","None"
SC097,"Your family is planning a huge reunion, bringing together relatives you haven't seen in years. There will be food, old stories, and probably a few awkward conversations. How do you feel about it?","None","AGE5",SC097C4,"Mutter something noncommittal and hope they forget you were invited.","None","None",SC097C5O7,"They forget to follow up, and you escape the whole thing unnoticed.","I3","None"
SC097,"Your family is planning a huge reunion, bringing together relatives you haven't seen in years. There will be food, old stories, and probably a few awkward conversations. How do you feel about it?","None","AGE5",SC097C4,"Mutter something noncommittal and hope they forget you were invited.","None","None",SC097C5O8,"They make sure to check in, and now you have no excuse not to attend.","I9","None"
SC098,"A family member surprises you with a heartfelt, carefully chosen gift. It’s clear they put a lot of thought into it, and now all eyes are on you as you react. How do you handle it?","None","AGE5",SC098C1,"Express genuine gratitude and appreciation for their kindness.","None","None",SC098C2O1,"They’re clearly touched by your response, making the moment even more special.","I2","None"
SC098,"A family member surprises you with a heartfelt, carefully chosen gift. It’s clear they put a lot of thought into it, and now all eyes are on you as you react. How do you handle it?","None","AGE5",SC098C1,"Express genuine gratitude and appreciation for their kindness.","None","None",SC098C2O2,"You get a little too emotional, and now everyone is awkwardly tearing up.","I8","None"
SC098,"A family member surprises you with a heartfelt, carefully chosen gift. It’s clear they put a lot of thought into it, and now all eyes are on you as you react. How do you handle it?","None","AGE5",SC098C2,"Play it cool, even though you secretly love it.","None","None",SC098C3O3,"They see right through you but appreciate your reaction anyway.","I5","None"
SC098,"A family member surprises you with a heartfelt, carefully chosen gift. It’s clear they put a lot of thought into it, and now all eyes are on you as you react. How do you handle it?","None","AGE5",SC098C2,"Play it cool, even though you secretly love it.","None","None",SC098C3O4,"They misinterpret your casualness and now think you didn’t like it.","I10","None"
SC098,"A family member surprises you with a heartfelt, carefully chosen gift. It’s clear they put a lot of thought into it, and now all eyes are on you as you react. How do you handle it?","None","AGE5",SC098C3,"Make a big deal out of it, showering them with appreciation.","None","None",SC098C4O5,"They beam with happiness, feeling truly appreciated.","I6","None"
SC098,"A family member surprises you with a heartfelt, carefully chosen gift. It’s clear they put a lot of thought into it, and now all eyes are on you as you react. How do you handle it?","None","AGE5",SC098C3,"Make a big deal out of it, showering them with appreciation.","None","None",SC098C4O6,"Now they expect you to display it in your home forever.","I12","None"
SC098,"A family member surprises you with a heartfelt, carefully chosen gift. It’s clear they put a lot of thought into it, and now all eyes are on you as you react. How do you handle it?","None","AGE5",SC098C4,"Panic because you didn’t get them anything in return.","None","None",SC098C5O7,"They don’t seem to mind, and you make a mental note to repay the favor later.","I3","None"
SC098,"A family member surprises you with a heartfelt, carefully chosen gift. It’s clear they put a lot of thought into it, and now all eyes are on you as you react. How do you handle it?","None","AGE5",SC098C4,"Panic because you didn’t get them anything in return.","None","None",SC098C5O8,"Now you feel guilty and overcompensate with excessive praise.","I9","None"
